# Golden transcripts of scripts/dependabot-directories.sh, captured before the rewrite.
# Each row: transcript file, exit code, arguments after "acme/widgets".
# Output is stdout and stderr merged, exactly as a terminal shows it.
detect-root-npm.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/root-npm.paths --detect-only
detect-yarn-workspaces.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/yarn-workspaces.paths --detect-only
detect-pnpm.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/pnpm.paths --detect-only
detect-mixed-monorepo.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/mixed-monorepo.paths --detect-only
detect-composer-siblings-lockless.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/composer-siblings-lockless.paths --detect-only
detect-top-level-siblings.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/top-level-siblings.paths --detect-only
detect-excluded.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/excluded.paths --detect-only
detect-deferred-ecosystems.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/deferred-ecosystems.paths --detect-only
merge-composer-siblings-partial-commented.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/composer-siblings.paths --existing-config cmd/dependabot-directories/testdata/dependabot/partial-commented.yml --dry-run
merge-composer-single-four-space-indent.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/composer-single.paths --existing-config cmd/dependabot-directories/testdata/dependabot/four-space-indent.yml --dry-run
merge-composer-single-empty-updates-version-updates.txt	0	--paths-from-file cmd/dependabot-directories/testdata/trees/composer-single.paths --existing-config cmd/dependabot-directories/testdata/dependabot/empty-updates.yml --dry-run --enable-version-updates
